product_id,product_name,category,brand,unit_price
P00468,Nova Office Chair 322,Office,Nova,20000
P00469,Prime Mechanical Keyboard 285,Accessories,Prime,50000
P00470,Zenith Laptop Bag 523,Accessories,Zenith,5000
P00471,SmartEdge Monitor 895,Electronics,SmartEdge,214000
P00472,TechCore USB Hub 333,Accessories,TechCore,79000
P00473,Prime Standing Fan 520,Home Appliances,Prime,32000
P00474,Orbit Standing Fan 839,Home Appliances,Orbit,82000
P00475,TechCore Whiteboard 244,Office,TechCore,7000
P00476,TechCore Power Bank 174,Electronics,TechCore,115000
P00477,SmartEdge USB Hub 563,Accessories,SmartEdge,4000
P00478,Prime Whiteboard 839,Office,Prime,121000
P00479,Orbit Filing Cabinet 229,Office,Orbit,10000
P00480,TechCore Microwave 396,Home Appliances,TechCore,158000
P00481,Orbit Whiteboard 744,Office,Orbit,31000
P00482,Vertex Printer Paper 267,Office,Vertex,125000
P00483,Apex Phone Case 304,Accessories,Apex,4000
P00484,Pulse Whiteboard 180,Office,Pulse,36000
P00485,UrbanPro Bluetooth Speaker 374,Electronics,UrbanPro,156000
P00486,Apex Standing Fan 980,Home Appliances,Apex,23000
P00487,NexGen Wireless Mouse 632,Accessories,NexGen,50000
P00488,Maxwell Desk 356,Office,Maxwell,119000
P00489,Apex Webcam 710,Accessories,Apex,48000
P00490,SmartEdge Printer Paper 706,Office,SmartEdge,12000
P00491,Nova Gaming Mouse 547,Gaming,Nova,132000
P00492,UrbanPro HDMI Cable 449,Accessories,UrbanPro,64000
P00493,Pulse Smartphone 844,Electronics,Pulse,655000
P00494,SmartEdge Filing Cabinet 797,Office,SmartEdge,23000
P00495,Zenith Gaming Mouse 550,Gaming,Zenith,36000
P00496,TechCore Gaming Mouse 276,Gaming,TechCore,31000
P00497,Pulse Bluetooth Speaker 182,Electronics,Pulse,167000
P00498,Apex Smartphone 887,Electronics,Apex,614000
P00499,Prime Monitor 189,Electronics,Prime,71000
P00500,Pulse Microwave 102,Home Appliances,Pulse,556000
P00501,SmartEdge Mechanical Keyboard 614,Accessories,SmartEdge,69000
P00502,Vertex Printer 131,Electronics,Vertex,270000
P00503,Maxwell Power Bank 852,Electronics,Maxwell,169000
P00504,Apex Webcam 913,Accessories,Apex,9000
P00505,Apex Tablet 853,Electronics,Apex,245000
P00506,Vertex Desk Lamp 516,Office,Vertex,83000
P00507,Nova Controller 875,Gaming,Nova,380000
P00508,Zenith Power Bank 168,Electronics,Zenith,729000
P00509,UrbanPro Standing Fan 698,Home Appliances,UrbanPro,336000
P00510,TechCore Smartphone 933,Electronics,TechCore,386000
P00511,NexGen Monitor 778,Electronics,NexGen,77000
P00512,TechCore Mechanical Keyboard 642,Accessories,TechCore,10000
P00513,Prime Printer Paper 361,Office,Prime,12000
P00514,Orbit Stapler 431,Office,Orbit,46000
P00515,UrbanPro Filing Cabinet 132,Office,UrbanPro,15000
P00516,Zenith Smart TV 647,Electronics,Zenith,102000
P00517,SmartEdge Power Bank 126,Electronics,SmartEdge,188000
P00518,Apex Refrigerator 428,Home Appliances,Apex,58000
P00519,SmartEdge Webcam 249,Accessories,SmartEdge,6000
P00520,Vertex Notebook 665,Office,Vertex,5000
P00521,TechCore Air Conditioner 308,Home Appliances,TechCore,287000
P00522,TechCore Standing Fan 908,Home Appliances,TechCore,52000
P00523,SmartEdge Standing Fan 609,Home Appliances,SmartEdge,615000
P00524,UrbanPro Gaming Keyboard 986,Gaming,UrbanPro,92000
P00525,TechCore Air Conditioner 365,Home Appliances,TechCore,19000
P00526,Nova Stapler 321,Office,Nova,33000
P00527,Prime Blender 572,Home Appliances,Prime,521000
P00528,Pulse Monitor 397,Electronics,Pulse,612000
P00529,UrbanPro Air Conditioner 923,Home Appliances,UrbanPro,28000
P00530,Prime Game Console 812,Gaming,Prime,119000
P00531,SmartEdge Stapler 198,Office,SmartEdge,15000
P00532,Prime Air Conditioner 336,Home Appliances,Prime,171000
P00533,Vertex Controller 364,Gaming,Vertex,496000
P00534,NexGen Controller 777,Gaming,NexGen,64000
P00535,Nova Gaming Keyboard 228,Gaming,Nova,85000
P00536,Nova Gaming Monitor 696,Gaming,Nova,54000
P00537,Prime HDMI Cable 726,Accessories,Prime,5000
P00538,Zenith Router 222,Electronics,Zenith,705000
P00539,Prime Screen Protector 406,Accessories,Prime,7000
P00540,TechCore Wireless Mouse 682,Accessories,TechCore,21000
P00541,Zenith Router 984,Electronics,Zenith,733000
P00542,UrbanPro Air Fryer 285,Home Appliances,UrbanPro,51000
P00543,UrbanPro Smart TV 648,Electronics,UrbanPro,129000
P00544,NexGen Tablet 833,Electronics,NexGen,135000
P00545,UrbanPro External SSD 109,Electronics,UrbanPro,216000
P00546,Maxwell USB Hub 479,Accessories,Maxwell,40000
P00547,Maxwell Office Chair 785,Office,Maxwell,175000
P00548,Prime Gaming Monitor 209,Gaming,Prime,155000
P00549,TechCore Washing Machine 651,Home Appliances,TechCore,111000
P00550,Maxwell Electric Kettle 829,Home Appliances,Maxwell,401000
P00551,Nova USB Cable 737,Accessories,Nova,65000
P00552,Apex HDMI Cable 469,Accessories,Apex,14000
P00553,Pulse Washing Machine 371,Home Appliances,Pulse,94000
P00554,UrbanPro External SSD 330,Electronics,UrbanPro,99000
P00555,Pulse Monitor 171,Electronics,Pulse,379000
P00556,TechCore Notebook 258,Office,TechCore,20000
P00557,SmartEdge Gaming Monitor 400,Gaming,SmartEdge,236000
P00558,Zenith Gaming Keyboard 851,Gaming,Zenith,138000
P00559,SmartEdge Office Chair 368,Office,SmartEdge,33000
P00560,Prime Gaming Mouse 976,Gaming,Prime,175000
P00561,Zenith Stapler 409,Office,Zenith,38000
P00562,Orbit Tablet 656,Electronics,Orbit,457000
P00563,SmartEdge Webcam 241,Accessories,SmartEdge,72000
P00564,NexGen Monitor 727,Electronics,NexGen,777000
P00565,Vertex Wireless Mouse 783,Accessories,Vertex,23000
P00566,Maxwell Gaming Monitor 330,Gaming,Maxwell,41000
P00567,Orbit Desk Lamp 542,Office,Orbit,8000
P00568,Zenith Controller 911,Gaming,Zenith,133000
P00569,NexGen Blender 746,Home Appliances,NexGen,82000
P00570,Apex Power Bank 817,Electronics,Apex,187000
P00571,Nova Webcam 193,Accessories,Nova,4000
P00572,UrbanPro Power Bank 995,Electronics,UrbanPro,153000
P00573,TechCore Controller 685,Gaming,TechCore,142000
P00574,TechCore Refrigerator 450,Home Appliances,TechCore,22000
P00575,Prime Smartphone 612,Electronics,Prime,676000
P00576,Nova HDMI Cable 864,Accessories,Nova,4000
P00577,Vertex Microwave 656,Home Appliances,Vertex,23000
P00578,Zenith Filing Cabinet 884,Office,Zenith,9000
P00579,Prime Gaming Headset 332,Gaming,Prime,596000
P00580,UrbanPro Power Bank 914,Electronics,UrbanPro,552000
P00581,Apex Desk 797,Office,Apex,76000
P00582,Prime Desk Lamp 162,Office,Prime,62000
P00583,Nova Whiteboard 376,Office,Nova,18000
P00584,Zenith Mechanical Keyboard 513,Accessories,Zenith,6000
P00585,UrbanPro HDMI Cable 572,Accessories,UrbanPro,7000
P00586,NexGen Printer 107,Electronics,NexGen,226000
P00587,Orbit Standing Fan 627,Home Appliances,Orbit,25000
P00588,Maxwell Laptop Bag 617,Accessories,Maxwell,75000
P00589,Prime USB Hub 991,Accessories,Prime,64000
P00590,Maxwell Laptop 630,Electronics,Maxwell,371000
P00591,NexGen Gaming Keyboard 281,Gaming,NexGen,165000
P00592,Apex Air Fryer 368,Home Appliances,Apex,28000
P00593,UrbanPro Bluetooth Speaker 349,Electronics,UrbanPro,157000
P00594,Zenith Tablet 777,Electronics,Zenith,112000
P00595,TechCore Webcam 623,Accessories,TechCore,10000
P00596,NexGen Router 495,Electronics,NexGen,184000
P00597,TechCore External SSD 617,Electronics,TechCore,198000
P00598,Maxwell Whiteboard 983,Office,Maxwell,11000
P00599,NexGen Tablet 724,Electronics,NexGen,303000
P00600,UrbanPro Microwave 873,Home Appliances,UrbanPro,57000
P00601,Maxwell Stapler 849,Office,Maxwell,19000
P00602,Vertex Refrigerator 851,Home Appliances,Vertex,36000
P00603,SmartEdge Printer 282,Electronics,SmartEdge,710000
P00604,SmartEdge Mechanical Keyboard 840,Accessories,SmartEdge,3000
P00605,SmartEdge External SSD 319,Electronics,SmartEdge,290000
P00606,Pulse Controller 984,Gaming,Pulse,143000
P00607,UrbanPro Office Chair 376,Office,UrbanPro,146000
P00608,Vertex Gaming Monitor 559,Gaming,Vertex,236000
P00609,Nova Printer 228,Electronics,Nova,141000
P00610,UrbanPro Laptop Bag 121,Accessories,UrbanPro,5000
P00611,Orbit Laptop Bag 343,Accessories,Orbit,24000
P00612,Pulse Whiteboard 779,Office,Pulse,41000
P00613,NexGen Tablet 498,Electronics,NexGen,71000
P00614,Prime Whiteboard 651,Office,Prime,13000
P00615,UrbanPro Blender 612,Home Appliances,UrbanPro,26000
P00616,TechCore Gaming Mouse 674,Gaming,TechCore,169000
P00617,Prime HDMI Cable 980,Accessories,Prime,4000
P00618,Vertex Game Console 512,Gaming,Vertex,104000
P00619,Nova Gaming Headset 930,Gaming,Nova,259000
P00620,UrbanPro Screen Protector 699,Accessories,UrbanPro,28000
P00621,NexGen Gaming Headset 710,Gaming,NexGen,240000
P00622,Orbit Laptop Bag 563,Accessories,Orbit,18000
P00623,Maxwell Office Chair 785,Office,Maxwell,28000
P00624,TechCore Gaming Keyboard 223,Gaming,TechCore,115000
P00625,Maxwell External SSD 672,Electronics,Maxwell,230000
P00626,Prime USB Hub 655,Accessories,Prime,19000
P00627,SmartEdge Tablet 257,Electronics,SmartEdge,177000
P00628,TechCore Electric Kettle 133,Home Appliances,TechCore,239000
P00629,Pulse Mechanical Keyboard 938,Accessories,Pulse,7000
P00630,SmartEdge Monitor 400,Electronics,SmartEdge,172000
P00631,Pulse Gaming Mouse 325,Gaming,Pulse,38000
P00632,NexGen USB Cable 351,Accessories,NexGen,9000
P00633,Nova Filing Cabinet 936,Office,Nova,12000
P00634,Nova Router 144,Electronics,Nova,274000
P00635,TechCore Wireless Mouse 827,Accessories,TechCore,64000
P00636,Vertex Monitor 311,Electronics,Vertex,89000
P00637,NexGen Filing Cabinet 720,Office,NexGen,10000
P00638,Maxwell Webcam 788,Accessories,Maxwell,22000
P00639,Prime Gaming Headset 371,Gaming,Prime,131000
P00640,Orbit Electric Kettle 696,Home Appliances,Orbit,38000
P00641,UrbanPro External SSD 460,Electronics,UrbanPro,174000
P00642,Zenith Stapler 807,Office,Zenith,11000
P00643,UrbanPro Game Console 298,Gaming,UrbanPro,182000
P00644,Apex Refrigerator 734,Home Appliances,Apex,74000
P00645,Apex Desk 504,Office,Apex,60000
P00646,Zenith Desk Lamp 659,Office,Zenith,52000
P00647,Vertex Smart TV 624,Electronics,Vertex,86000
P00648,Pulse Bluetooth Speaker 818,Electronics,Pulse,79000
P00649,SmartEdge Stapler 147,Office,SmartEdge,97000
P00650,TechCore Whiteboard 803,Office,TechCore,16000
P00651,Maxwell External SSD 446,Electronics,Maxwell,352000
P00652,Zenith Tablet 365,Electronics,Zenith,132000
P00653,Maxwell Air Conditioner 997,Home Appliances,Maxwell,24000
P00654,Maxwell Mechanical Keyboard 593,Accessories,Maxwell,28000
P00655,SmartEdge Router 433,Electronics,SmartEdge,771000
P00656,Maxwell Screen Protector 901,Accessories,Maxwell,52000
P00657,UrbanPro Wireless Mouse 990,Accessories,UrbanPro,4000
P00658,UrbanPro Controller 409,Gaming,UrbanPro,287000
P00659,Zenith Desk Lamp 163,Office,Zenith,21000
P00660,TechCore Monitor 374,Electronics,TechCore,473000
P00661,Prime Controller 564,Gaming,Prime,76000
P00662,Maxwell Wireless Mouse 285,Accessories,Maxwell,16000
P00663,UrbanPro Router 741,Electronics,UrbanPro,72000
P00664,SmartEdge Router 745,Electronics,SmartEdge,203000
P00665,Orbit Webcam 434,Accessories,Orbit,11000
P00666,Vertex Phone Case 341,Accessories,Vertex,59000
P00667,UrbanPro Gaming Mouse 418,Gaming,UrbanPro,87000
P00668,Vertex HDMI Cable 282,Accessories,Vertex,6000
P00669,Zenith Desk 186,Office,Zenith,148000
P00670,UrbanPro Monitor 202,Electronics,UrbanPro,396000
P00671,NexGen Desk Lamp 758,Office,NexGen,9000
P00672,Prime Blender 417,Home Appliances,Prime,169000
P00673,SmartEdge Standing Fan 475,Home Appliances,SmartEdge,38000
P00674,Nova Blender 752,Home Appliances,Nova,429000
P00675,Vertex Notebook 358,Office,Vertex,125000
P00676,SmartEdge Washing Machine 699,Home Appliances,SmartEdge,90000
P00677,Nova Laptop Bag 647,Accessories,Nova,52000
P00678,Zenith Printer Paper 501,Office,Zenith,6000
P00679,Apex Smart TV 808,Electronics,Apex,569000
P00680,NexGen Controller 772,Gaming,NexGen,564000
P00681,Nova Washing Machine 281,Home Appliances,Nova,28000
P00682,Nova Smart TV 203,Electronics,Nova,162000
P00683,UrbanPro Microwave 422,Home Appliances,UrbanPro,215000
P00684,UrbanPro HDMI Cable 312,Accessories,UrbanPro,6000
P00685,Nova Tablet 791,Electronics,Nova,693000
P00686,NexGen Controller 803,Gaming,NexGen,71000
P00687,Pulse Game Console 791,Gaming,Pulse,501000
P00688,Prime Standing Fan 259,Home Appliances,Prime,67000
P00689,SmartEdge Printer 149,Electronics,SmartEdge,477000
P00690,Apex USB Hub 169,Accessories,Apex,8000
P00691,SmartEdge Filing Cabinet 382,Office,SmartEdge,12000
P00692,Apex Phone Case 228,Accessories,Apex,10000
P00693,TechCore Air Conditioner 965,Home Appliances,TechCore,158000
P00694,TechCore Printer Paper 739,Office,TechCore,8000
P00695,Zenith External SSD 678,Electronics,Zenith,109000
P00696,Apex Game Console 898,Gaming,Apex,43000
P00697,Zenith Gaming Monitor 295,Gaming,Zenith,27000
P00698,Maxwell USB Cable 706,Accessories,Maxwell,26000
P00699,Maxwell Gaming Keyboard 320,Gaming,Maxwell,111000
P00700,Prime USB Cable 991,Accessories,Prime,23000
P00701,Vertex Desk 260,Office,Vertex,49000
P00702,Nova Desk 741,Office,Nova,133000
P00703,Nova Gaming Keyboard 259,Gaming,Nova,176000
P00704,SmartEdge Tablet 529,Electronics,SmartEdge,144000
P00705,NexGen Refrigerator 416,Home Appliances,NexGen,148000
P00706,TechCore Printer Paper 248,Office,TechCore,51000
P00707,Nova Monitor 254,Electronics,Nova,516000
P00708,Pulse Laptop 751,Electronics,Pulse,719000
P00709,Prime Tablet 395,Electronics,Prime,457000
P00710,SmartEdge Screen Protector 832,Accessories,SmartEdge,8000
P00711,Orbit Air Conditioner 626,Home Appliances,Orbit,370000
P00712,UrbanPro Whiteboard 602,Office,UrbanPro,20000
P00713,Apex Phone Case 808,Accessories,Apex,30000
P00714,UrbanPro Gaming Mouse 813,Gaming,UrbanPro,109000
P00715,Nova Smart TV 858,Electronics,Nova,335000
P00716,TechCore Washing Machine 470,Home Appliances,TechCore,327000
P00717,Orbit Blender 643,Home Appliances,Orbit,288000
P00718,Nova Electric Kettle 304,Home Appliances,Nova,192000
P00719,Nova Microwave 203,Home Appliances,Nova,293000
P00720,Orbit Desk 415,Office,Orbit,10000
P00721,Apex Filing Cabinet 473,Office,Apex,77000
P00722,Pulse Printer Paper 924,Office,Pulse,46000
P00723,UrbanPro Webcam 847,Accessories,UrbanPro,31000
P00724,Prime Laptop 154,Electronics,Prime,97000
P00725,Pulse Router 906,Electronics,Pulse,126000
P00726,Apex Refrigerator 442,Home Appliances,Apex,248000
P00727,Prime Router 689,Electronics,Prime,643000
P00728,Vertex Stapler 179,Office,Vertex,88000
P00729,SmartEdge Laptop 540,Electronics,SmartEdge,531000
P00730,Apex Gaming Mouse 134,Gaming,Apex,33000
P00731,Apex Gaming Monitor 627,Gaming,Apex,158000
P00732,Zenith USB Hub 375,Accessories,Zenith,5000
P00733,UrbanPro Game Console 109,Gaming,UrbanPro,90000
P00734,Maxwell Gaming Headset 845,Gaming,Maxwell,590000
P00735,Nova Desk Lamp 859,Office,Nova,12000
P00736,Apex Washing Machine 260,Home Appliances,Apex,156000
P00737,Nova Power Bank 186,Electronics,Nova,479000
P00738,Orbit HDMI Cable 778,Accessories,Orbit,12000
P00739,Pulse Laptop Bag 358,Accessories,Pulse,57000
P00740,SmartEdge Gaming Monitor 857,Gaming,SmartEdge,179000
P00741,TechCore Air Fryer 103,Home Appliances,TechCore,418000
P00742,Orbit Tablet 270,Electronics,Orbit,88000
P00743,Nova Router 903,Electronics,Nova,72000
P00744,UrbanPro Game Console 922,Gaming,UrbanPro,31000
P00745,TechCore Blender 166,Home Appliances,TechCore,49000
P00746,Orbit Electric Kettle 754,Home Appliances,Orbit,64000
P00747,Zenith Gaming Mouse 957,Gaming,Zenith,39000
P00748,Vertex Standing Fan 907,Home Appliances,Vertex,30000
P00749,Vertex USB Hub 761,Accessories,Vertex,3000
P00750,Pulse Printer Paper 790,Office,Pulse,29000
P00751,Vertex HDMI Cable 275,Accessories,Vertex,26000
P00752,SmartEdge Gaming Keyboard 463,Gaming,SmartEdge,29000
P00753,Nova Tablet 864,Electronics,Nova,287000
P00754,Maxwell Gaming Headset 370,Gaming,Maxwell,54000
P00755,TechCore Printer 751,Electronics,TechCore,160000
P00756,Zenith Blender 569,Home Appliances,Zenith,24000
P00757,UrbanPro Power Bank 568,Electronics,UrbanPro,295000
P00758,Nova Filing Cabinet 490,Office,Nova,35000
P00759,Vertex Blender 505,Home Appliances,Vertex,664000
P00760,SmartEdge Notebook 598,Office,SmartEdge,100000
P00761,UrbanPro Standing Fan 830,Home Appliances,UrbanPro,157000
P00762,Prime Laptop Bag 227,Accessories,Prime,75000
P00763,NexGen Notebook 263,Office,NexGen,40000
P00764,TechCore USB Cable 907,Accessories,TechCore,4000
P00765,NexGen Bluetooth Speaker 720,Electronics,NexGen,788000
P00766,Nova Desk Lamp 779,Office,Nova,21000
P00767,SmartEdge Gaming Monitor 922,Gaming,SmartEdge,624000
P00768,Apex Electric Kettle 562,Home Appliances,Apex,413000
P00769,Prime Controller 220,Gaming,Prime,50000
P00770,Nova Bluetooth Speaker 406,Electronics,Nova,83000
P00771,Pulse Laptop 707,Electronics,Pulse,77000
P00772,Maxwell Gaming Headset 816,Gaming,Maxwell,368000
P00773,SmartEdge Printer Paper 279,Office,SmartEdge,7000
P00774,Pulse Microwave 996,Home Appliances,Pulse,620000
P00775,Apex Game Console 930,Gaming,Apex,593000
P00776,Apex Game Console 809,Gaming,Apex,40000
P00777,UrbanPro Laptop Bag 331,Accessories,UrbanPro,6000
P00778,TechCore Router 821,Electronics,TechCore,232000
P00779,TechCore Washing Machine 302,Home Appliances,TechCore,82000
P00780,SmartEdge Gaming Headset 357,Gaming,SmartEdge,484000
P00781,NexGen Standing Fan 787,Home Appliances,NexGen,293000
P00782,Apex USB Hub 500,Accessories,Apex,4000
P00783,Nova Bluetooth Speaker 750,Electronics,Nova,96000
P00784,SmartEdge Mechanical Keyboard 371,Accessories,SmartEdge,34000
P00785,Maxwell Stapler 473,Office,Maxwell,58000
P00786,Pulse Webcam 716,Accessories,Pulse,19000
P00787,Maxwell Microwave 543,Home Appliances,Maxwell,377000
P00788,Zenith Refrigerator 349,Home Appliances,Zenith,223000
P00789,Maxwell USB Cable 178,Accessories,Maxwell,14000
P00790,Nova USB Cable 434,Accessories,Nova,15000
P00791,UrbanPro Filing Cabinet 335,Office,UrbanPro,136000
P00792,Zenith Air Fryer 289,Home Appliances,Zenith,686000
P00793,Vertex Stapler 394,Office,Vertex,43000
P00794,Pulse Microwave 533,Home Appliances,Pulse,477000
P00795,Orbit Laptop 252,Electronics,Orbit,133000
P00796,SmartEdge Air Fryer 902,Home Appliances,SmartEdge,265000
P00797,NexGen Laptop 566,Electronics,NexGen,453000
P00798,Nova HDMI Cable 560,Accessories,Nova,62000
P00799,Nova Notebook 309,Office,Nova,11000
P00800,UrbanPro Wireless Mouse 832,Accessories,UrbanPro,25000
P00801,Apex Game Console 210,Gaming,Apex,243000
P00802,Nova Office Chair 157,Office,Nova,26000
P00803,Orbit Gaming Mouse 192,Gaming,Orbit,501000
P00804,NexGen Electric Kettle 421,Home Appliances,NexGen,499000
P00805,Zenith Screen Protector 733,Accessories,Zenith,20000
P00806,Zenith Printer 741,Electronics,Zenith,534000
P00807,Maxwell Gaming Headset 335,Gaming,Maxwell,129000
P00808,Pulse Air Fryer 711,Home Appliances,Pulse,32000
P00809,UrbanPro Desk Lamp 749,Office,UrbanPro,21000
P00810,Prime Mechanical Keyboard 325,Accessories,Prime,39000
P00811,Apex Power Bank 549,Electronics,Apex,74000
P00812,Maxwell Laptop Bag 192,Accessories,Maxwell,9000
P00813,Nova Blender 450,Home Appliances,Nova,79000
P00814,Pulse Game Console 395,Gaming,Pulse,52000
P00815,Apex Wireless Mouse 965,Accessories,Apex,3000
P00816,Apex Power Bank 264,Electronics,Apex,402000
P00817,Maxwell Smart TV 691,Electronics,Maxwell,277000
P00818,Pulse Phone Case 644,Accessories,Pulse,17000
P00819,NexGen Smart TV 900,Electronics,NexGen,582000
P00820,TechCore Monitor 562,Electronics,TechCore,75000
P00821,UrbanPro Laptop Bag 137,Accessories,UrbanPro,13000
P00822,Nova Screen Protector 991,Accessories,Nova,59000
P00823,Pulse USB Hub 345,Accessories,Pulse,31000
P00824,SmartEdge Gaming Mouse 354,Gaming,SmartEdge,31000
P00825,Prime Gaming Mouse 357,Gaming,Prime,180000
P00826,Apex Air Conditioner 982,Home Appliances,Apex,261000
P00827,Vertex Gaming Keyboard 992,Gaming,Vertex,50000
P00828,TechCore Game Console 475,Gaming,TechCore,127000
P00829,Nova Smartphone 164,Electronics,Nova,113000
P00830,Prime Air Conditioner 703,Home Appliances,Prime,262000
P00831,UrbanPro Laptop Bag 294,Accessories,UrbanPro,37000
P00832,SmartEdge Tablet 665,Electronics,SmartEdge,433000
P00833,Apex Air Fryer 255,Home Appliances,Apex,69000
P00834,Prime Microwave 917,Home Appliances,Prime,193000
P00835,Prime Washing Machine 985,Home Appliances,Prime,326000
P00836,NexGen Bluetooth Speaker 682,Electronics,NexGen,101000
P00837,Nova Printer Paper 409,Office,Nova,18000
P00838,Zenith Phone Case 695,Accessories,Zenith,9000
P00839,Nova Bluetooth Speaker 596,Electronics,Nova,473000
P00840,Zenith Bluetooth Speaker 416,Electronics,Zenith,385000
P00841,Pulse Mechanical Keyboard 244,Accessories,Pulse,15000
P00842,NexGen Smart TV 508,Electronics,NexGen,80000
P00843,Vertex Game Console 929,Gaming,Vertex,602000
P00844,SmartEdge Power Bank 427,Electronics,SmartEdge,623000
P00845,Zenith Notebook 941,Office,Zenith,73000
P00846,Apex USB Hub 500,Accessories,Apex,4000
P00847,Orbit Smart TV 857,Electronics,Orbit,173000
P00848,UrbanPro Desk Lamp 997,Office,UrbanPro,40000
P00849,Zenith Desk Lamp 381,Office,Zenith,6000
P00850,Apex Stapler 297,Office,Apex,36000
P00851,NexGen Webcam 723,Accessories,NexGen,72000
P00852,SmartEdge Smartphone 222,Electronics,SmartEdge,307000
P00853,NexGen Whiteboard 972,Office,NexGen,85000
P00854,Maxwell Stapler 608,Office,Maxwell,89000
P00855,Nova Game Console 579,Gaming,Nova,232000
P00856,Prime Smartphone 883,Electronics,Prime,77000
P00857,Maxwell Printer Paper 381,Office,Maxwell,12000
P00858,TechCore Monitor 772,Electronics,TechCore,651000
P00859,Zenith Smartphone 328,Electronics,Zenith,268000
P00860,NexGen Stapler 580,Office,NexGen,96000
P00861,NexGen Notebook 270,Office,NexGen,35000
P00862,Maxwell USB Hub 420,Accessories,Maxwell,13000
P00863,NexGen Filing Cabinet 525,Office,NexGen,14000
P00864,TechCore HDMI Cable 384,Accessories,TechCore,47000
P00865,Zenith Smart TV 893,Electronics,Zenith,127000
P00866,TechCore Webcam 608,Accessories,TechCore,38000
P00867,Orbit Gaming Headset 176,Gaming,Orbit,229000
P00868,NexGen Electric Kettle 901,Home Appliances,NexGen,256000
P00869,Orbit Notebook 856,Office,Orbit,27000
P00870,NexGen Refrigerator 132,Home Appliances,NexGen,134000
P00871,SmartEdge Air Fryer 213,Home Appliances,SmartEdge,16000
P00872,TechCore Office Chair 960,Office,TechCore,158000
P00873,Prime Smart TV 431,Electronics,Prime,77000
P00874,UrbanPro Monitor 597,Electronics,UrbanPro,703000
P00875,Prime Smart TV 283,Electronics,Prime,482000
P00876,SmartEdge Router 396,Electronics,SmartEdge,90000
P00877,Vertex Desk 935,Office,Vertex,60000
P00878,TechCore Phone Case 468,Accessories,TechCore,39000
P00879,UrbanPro Laptop Bag 882,Accessories,UrbanPro,10000
P00880,NexGen Game Console 510,Gaming,NexGen,135000
P00881,UrbanPro Blender 720,Home Appliances,UrbanPro,45000
P00882,Prime Stapler 448,Office,Prime,9000
P00883,Vertex Washing Machine 706,Home Appliances,Vertex,270000
P00884,Vertex External SSD 421,Electronics,Vertex,97000
P00885,Maxwell Webcam 310,Accessories,Maxwell,11000
P00886,Vertex Mechanical Keyboard 557,Accessories,Vertex,6000
P00887,SmartEdge Filing Cabinet 645,Office,SmartEdge,17000
P00888,NexGen Webcam 958,Accessories,NexGen,25000
P00889,Nova Standing Fan 838,Home Appliances,Nova,145000
P00890,Nova Game Console 482,Gaming,Nova,486000
P00891,Orbit Webcam 351,Accessories,Orbit,5000
P00892,SmartEdge Gaming Monitor 389,Gaming,SmartEdge,232000
P00893,UrbanPro Power Bank 225,Electronics,UrbanPro,96000
P00894,SmartEdge Monitor 230,Electronics,SmartEdge,158000
P00895,NexGen External SSD 105,Electronics,NexGen,655000
P00896,TechCore Blender 935,Home Appliances,TechCore,37000
P00897,Vertex Smartphone 931,Electronics,Vertex,500000
P00898,Apex Laptop Bag 477,Accessories,Apex,53000
P00899,Vertex HDMI Cable 847,Accessories,Vertex,4000
P00900,Nova HDMI Cable 203,Accessories,Nova,10000
P00901,SmartEdge Power Bank 122,Electronics,SmartEdge,461000
P00902,TechCore Microwave 689,Home Appliances,TechCore,35000
P00903,TechCore Mechanical Keyboard 159,Accessories,TechCore,7000
P00904,TechCore Filing Cabinet 372,Office,TechCore,58000
P00905,Orbit Standing Fan 156,Home Appliances,Orbit,509000
P00906,TechCore Refrigerator 907,Home Appliances,TechCore,57000
P00907,Vertex Stapler 887,Office,Vertex,7000
P00908,UrbanPro Phone Case 218,Accessories,UrbanPro,47000
P00909,Nova Router 206,Electronics,Nova,273000
P00910,Apex Filing Cabinet 986,Office,Apex,139000
P00911,Orbit Gaming Keyboard 963,Gaming,Orbit,77000
P00912,NexGen USB Hub 641,Accessories,NexGen,7000
P00913,NexGen Filing Cabinet 119,Office,NexGen,12000
P00914,Apex Air Fryer 496,Home Appliances,Apex,58000
P00915,Pulse Smartphone 564,Electronics,Pulse,112000
P00916,Zenith Router 831,Electronics,Zenith,676000
P00917,Maxwell Desk 477,Office,Maxwell,22000
P00918,SmartEdge HDMI Cable 613,Accessories,SmartEdge,52000
P00919,Pulse Wireless Mouse 348,Accessories,Pulse,12000
P00920,Prime Standing Fan 538,Home Appliances,Prime,552000
P00921,NexGen Air Conditioner 908,Home Appliances,NexGen,53000
P00922,Maxwell Gaming Mouse 895,Gaming,Maxwell,229000
P00923,Nova Gaming Monitor 978,Gaming,Nova,66000
P00924,SmartEdge Laptop 671,Electronics,SmartEdge,586000
P00925,Pulse Screen Protector 495,Accessories,Pulse,74000
P00926,Vertex Filing Cabinet 636,Office,Vertex,30000
P00927,Pulse HDMI Cable 730,Accessories,Pulse,39000
P00928,Orbit Blender 522,Home Appliances,Orbit,510000
P00929,UrbanPro Desk 473,Office,UrbanPro,38000
P00930,TechCore Notebook 745,Office,TechCore,85000
P00931,TechCore Gaming Keyboard 970,Gaming,TechCore,561000
P00932,Nova Smart TV 134,Electronics,Nova,274000
P00933,Zenith Screen Protector 683,Accessories,Zenith,21000
